city,state,country,shape,comments,latitude,longitude,date,time,datetime
m&aring;l&oslash;y (norway),,Norway,triangle,Objects flying in triangle formation.,61.935543,5.113554,2003-02-15,23:30,2003-02-15 23:30
ostursund (sweden),,Sweden,sphere,witnessed blue sphere&#44 with solid darker blue core&#44 streaking across sky 100 ft awy above apt complex with blue trail coming out back&#44,63.176683,14.636068,2005-02-15,02:00,2005-02-15 02:00
uk/england,,United Kingdom,egg,egg shaped object big red flashing light,52.355518,-1.17432,2008-02-15,19:03,2008-02-15 19:03
bedford (uk/england),,United Kingdom,light,7 Red lights changing to red 3 stationary in triangle formation&#44others moving east&#44,52.133333,-0.45,2009-02-15,18:15,2009-02-15 18:15
penzance (cornwall) (uk/england),,United Kingdom,circle,Constant  Orange light over Fishing Village of Newlyn&#44 Cornwall&#44 England. No Navigation lights or engine noise.,50.113611,-5.547778,2009-02-15,20:00,2009-02-15 20:00
stafford (uk/england),,United Kingdom,disk,Same 3 ufo&#39s appear again and may have been experimenting on local animals. 500 Lights On Object0: Yes,52.833333,-2.0,2009-02-15,20:00,2009-02-15 20:00
potzberg,,Fuck,disk,Two silver disks in sky off autobahn,49.491292,7.405033,2014-02-15,08:20,2014-02-15 08:20
south armagh (rep. of ireland),,Ireland,diamond,Whilst serving in the British Army in Northern Ireland&#44 myself and my patrol were waiting for a chopper pick up&#44 however we were told t,54.34875,-6.65161,1992-02-16,02:00,1992-02-16 02:00
in-flight/europe,,Fuck,changing,I was flying home alone from a family ski-ing trip when the sighting occurred. It was a small plane and the seat next to me was empty.,51.535746,-0.081394,1999-02-16,10:00,1999-02-16 10:00
glasgow (ayrshire) (uk/scotland),,United Kingdom,light,4 lights in the sky stopping from high speed to 0 then moving across the sky eraticly no sound.,55.833333,-4.25,2000-02-16,22:00,2000-02-16 22:00
nottingham (uk/england),,United Kingdom,light,Strange pairs of lights seen at night over Nottingham&#44 England&#44 UK.,52.966667,-1.166667,2001-02-16,18:20,2001-02-16 18:20
willerby (near hull) (uk/england),,United Kingdom,light,we saw 2 lights in the sky following each other   they were not planes  there was no noise,54.183333,-0.45,2001-02-16,18:30,2001-02-16 18:30
aberdeen (uk/scotland),,United Kingdom,light,star like objects travelling fast,57.166667,-2.666667,2001-02-16,20:20,2001-02-16 20:20
norwich (uk/england),,United Kingdom,other,((HOAX??))  a UFO with possible connection to my past.,52.633333,1.3,2006-02-16,23:45,2006-02-16 23:45
kendal (uk/england),,United Kingdom,light,((HOAX??))  was a light in the sky that justed warped into space after 20 secs,54.316667,-2.75,2008-02-16,19:00,2008-02-16 19:00
blackpool&#44 lancashire (uk/england),,Uk/england,fireball,Single light source definately not aircraft (I worked with aircraft for 8 years) extreme speed west to east faded rather than go out of,53.817505,-3.035675,2001-02-17,19:10,2001-02-17 19:10
great yarmouth (uk/england),,United Kingdom,light,was walking too work when i noticed a really brite light in the sky at first i thought it may have been the planet you can see in the e,52.633333,1.75,2006-02-17,05:48,2006-02-17 05:48
wigan (uk/england),,United Kingdom,cylinder,strange shape seen over  wigan&#44 lancashire,53.533333,-2.616667,2008-02-17,17:00,2008-02-17 17:00
east london (south africa),,South africa,light,Missiles?,51.508515,-0.125487,2010-02-17,13:20,2010-02-17 13:20
hastings (uk/england),,United Kingdom,circle,Orange orbs over Hastings(UK) seafront.  Night sighting,50.85,0.6,2009-02-18,22:00,2009-02-18 22:00
london (uk/england),,United Kingdom,fireball,A pair of orange lights moving fast and disappearing.  Repeated almost immediately,51.514125,-0.093689,2011-02-18,22:50,2011-02-18 22:50
bradford (west yorkshire) (uk/england),,United Kingdom,circle,Bright orange ball of light see in Allerton&#44 Bradford.,51.0,-3.183333,2013-02-18,21:25,2013-02-18 21:25
torquay (uk/england),,United Kingdom,other,Star Shape White light no trails no colours no sound Smaller dimmer white giving chase.,50.45,-3.5,2014-02-18,18:45,2014-02-18 18:45
swansea (uk/wales),,United Kingdom,other,dart shaped  craft  flying silently   along the streets in swansea &#44wales&#44 uk,51.633333,-3.966667,2000-02-19,23:00,2000-02-19 23:00
uk/england,,United Kingdom,circle,objec seen leaving the sea at 30 degrees leaving a contrail of water,52.355518,-1.17432,2004-02-19,10:00,2004-02-19 10:00
london (uk/england),,United Kingdom,light,Huge section of sky filled with burning purple/orange colour over london,51.514125,-0.093689,2006-02-19,23:45,2006-02-19 23:45
chawton&#44 hampshire (uk/england),,Uk/england,light,Moving white light that glowed/shined and then completely vanished.,51.131258,-0.987425,2008-02-19,17:30,2008-02-19 17:30
klaksv&iacute;k (faroe islands),,Faroe islands,rectangle,Klaksv&iacute;k&#44 Faroe Islands-Rectangle of yellow light above a clouds.,62.223889,-6.578611,2009-02-19,20:40,2009-02-19 20:40
hedehusene (denmark),,Denmark,circle,Bight distant light in the sky suggesting movement. No details visible to the naked eye. Camer caught much more.,55.651123,12.194711,2011-02-19,02:56,2011-02-19 02:56
chawton (village)(hampshire) (uk/england),,United Kingdom,light,Particually bright White light/s in the night sky,51.133333,-0.983333,2011-02-19,13:57,2011-02-19 13:57
bridlington (e. riding) (uk/england),,United Kingdom,fireball,Red/orange objects fly by in night sky,54.095,-0.208056,2012-02-19,21:50,2012-02-19 21:50
derbyshire (uk/england),,United Kingdom,circle,lights in sky,53.166667,-1.583333,2009-02-20,20:00,2009-02-20 20:00
pennien hills (uk/england),,Uk/england,light,the ship was flashing in red green and yellow sort of bobing up and down and side to side it was very fast thir was no sound,51.256817,-1.129562,2000-02-21,23:30,2000-02-21 23:30
surrey (uk/england),,United Kingdom,flash,to giant flashes in the sky ( bright white ) with no sound,51.269738,-0.402165,2001-02-21,03:00,2001-02-21 03:00
uk/scotland,,United Kingdom,circle,In a clear sky the Star shone bright with what appeared to be white glowing fireflys buzzing aroung it.,56.490671,-4.202646,2003-02-21,02:20,2003-02-21 02:20
sheffield (uk/england),,United Kingdom,circle,a bright orange/yellow orb flashed through the sky with heavy cloud formation not a shooting star and way too fast for a plane light i&#39,53.366667,-1.5,2006-02-21,20:05,2006-02-21 20:05
ayrshire (uk/scotland),,United Kingdom,sphere,orange orb flying south to north across west coast ayrshire scotland,55.5,-4.5,2010-02-21,18:30,2010-02-21 18:30
inverkeithing (uk/scotland),,United Kingdom,triangle,Saw black triangular&#44 slow moving craft above me then experienced a time lapse unknown to myself.,56.033333,-3.383333,1996-02-02,20:00,1996-02-02 20:00
hull (uk/england),,United Kingdom,circle,YHELLO &#44 WELL ME AND MY WIFE WHERE OUTSIDE LOOKING AT THE LARGE LIGHT IN THE SKY WHICH WE PRESUME IS MEIRS LIGHT &#44 THEN I JUST CAUGHT S,53.716667,-0.333333,2001-02-02,19:20,2001-02-02 19:20
london (uk/england),,United Kingdom,diamond,Black diamond shaped UFO over north london,51.514125,-0.093689,2008-02-02,14:40,2008-02-02 14:40
rothwell (uk/england),,United Kingdom,oval,OK this may sound strange&#44 but about 10 mins or so ago&#44 i spotted an object in the sky quite bright flying past my bedroom. at 1at i th,52.416667,-0.8,2014-02-02,07:02,2014-02-02 07:02
birmingham (uk/endland),,United Kingdom,circle,Bright light flashing in bedroom no sine of any vehicle on the road looking out of my window and see a bright yellow almost golden flas,52.466667,-1.916667,2014-02-02,22:00,2014-02-02 22:00
netherlands,,Netherlands,disk,two UFO&#39s who where chasing each other,52.132633,5.291266,2005-02-22,15:45,2005-02-22 15:45
tralee (ireland),,Ireland,sphere,spherical metallic clear sky comparble with near by plane,52.27131,-9.699932,2010-02-22,18:30,2010-02-22 18:30
carrick on shannon leitrim (ireland),,Ireland,flash,Ufo meteor what was it&#44 any one else see it?,53.945188,-8.085522,2013-02-22,19:30,2013-02-22 19:30
helsinki (finland),,Finland,other,A star-like object moved slowly but clearly until disappeared behind trees.,60.173324,24.941025,2000-02-23,22:00,2000-02-23 22:00
oswestry (uk/england),,United Kingdom,egg,Egg shaped object travelling about 100 to 150 m.p.h flying below 1000ft&#44 I was about a mile away from object.,52.85,-3.033333,2003-02-23,06:30,2003-02-23 06:30
cork (republic of ireland),,Ireland,formation,Ufos over Cork Harbour 23th Deb 2003,51.896892,-8.486316,2003-02-23,20:45,2003-02-23 20:45
blackburn (uk/england),,United Kingdom,cigar,Cigar/Rod shaped object rotating silently in the sky,55.866667,-3.633333,2004-02-23,13:45,2004-02-23 13:45
kovin (serbia),,Serbia,circle,Blue light was pictured over Kovin is Serbia,44.75,20.983333,2008-02-23,22:40,2008-02-23 22:40
shepshed,,Fuck,fireball,Ball of flame moving over North Leicestershire UK,52.770101,-1.292427,2009-02-23,21:15,2009-02-23 21:15
gent&#44 oost vlaanderen (belgium),,Belgium,disk,It seemed to be flying very low&#44 without making noise. It was very big and it seemed to be that the front of the saucer was lighting up,51.054342,3.717424,1999-02-24,22:00,1999-02-24 22:00
hebden bridge (uk/england),,United Kingdom,teardrop,shaped like a tear drop but upside down i.e point down&#44 seen through cloud cover&#44 movment slow but erratic&#44 someone a little further up,53.75,-2.016667,2000-02-24,21:55,2000-02-24 21:55
rapla (estonia),,Estonia,formation,Estonian ufos,59.005735,24.794242,2011-02-24,23:00,2011-02-24 23:00
skarysko-kamienna (poland),,Poland,triangle,Strange object in Poland &#44 97&#39 winter,51.114294,20.847783,1997-02-25,18:00,1997-02-25 18:00
s-hertogenbosch (netherlands),,Netherlands,disk,observer is a commercial pilot driving along the interstate highway. Object first appeared as a bright light (like a highway lightspot,51.697816,5.303675,2002-02-25,24:00,2002-02-25 24:00
nottingham (uk/england),,United Kingdom,diamond,it was getting closer then it quickly turned,52.966667,-1.166667,2004-02-25,23:20,2004-02-25 23:20
tenbury wells (uk/england),,United Kingdom,triangle,Orange light moving across then out of the sky over Tenbury Well&#44 England.,52.3,-2.583333,2010-02-25,22:35,2010-02-25 22:35
london (uk/england),,United Kingdom,light,A LIGHT FOLLOWED AN AEROPLANE AND THEN THEY BOTH VANISHED.I WAS GOING DOWN THE M25.(A MOTORWAY GOING AROUND LONDON) WITH MY DAD.  I,51.514125,-0.093689,1997-02-26,19:00,1997-02-26 19:00
chiseldon (uk/england),,United Kingdom,formation,Circle of stationery red equidistant lights in night sky&#44 helicopter circling monitoring formation.,51.513001,-1.732646,2005-02-26,23:00,2005-02-26 23:00
falkirk (uk/scotland),,United Kingdom,light,MY TWO SONS AND THREE FRIENDS SAW A LARGE RED/ORANGE LIGHT IN SKY THAT CIRCLED OVER THEM. THEY TOOK SOME PHOTOS OF IT&#44 AND THEY ARE TO,56.0,-3.75,2007-02-26,18:30,2007-02-26 18:30
hengoed (uk/england),,United Kingdom,triangle,Bright light of sky visitor just disappears in front of car full of witnesses,51.650833,-3.231667,2009-02-26,20:20,2009-02-26 20:20
uk/england,,United Kingdom,disk,Clearly a saucer shaped&#44 rotating mechanical craft,52.355518,-1.17432,2010-02-26,21:20,2010-02-26 21:20
doncaster (uk/england),,United Kingdom,formation,30 - 40 small star like lights in a boomerang formation&#44 at first glance a flock of birds&#33,53.533333,-1.116667,2011-02-26,20:00,2011-02-26 20:00
macclesfield (cheshire) (uk/england),,United Kingdom,other,Klingon type ship over Macclesfield.,53.25,-2.116667,2014-02-26,18:30,2014-02-26 18:30
oudenaarde and maarkedal (between) (belgium),,Belgium,light,I saw a green light that moved very fast in North-North-West direction. There was a little green tail. It didden&#180;t make any sound.Sudde,50.846931,3.601437,1999-02-27,21:15,1999-02-27 21:15
somerset (uk/england),,United Kingdom,cigar,We saw a UFO in Bridgwater Somerset UK,51.083333,-3.0,2003-02-27,07:00,2003-02-27 07:00
fairford (uk/england),,United Kingdom,circle,i live near 2 airbases faf fairford which is u.s run and raf brize norton my wife saw an orange plane light coming over so i went out t,51.7,-1.783333,2010-02-27,22:34,2010-02-27 22:34
andover&#44 hants (uk/england),,Uk/england,disk,Me&#44 my brother and a friend were going out to meet two friends when i noticed a blinding light in the sky. It stayed bright for two min,51.211198,-1.491923,2000-02-28,20:05,2000-02-28 20:05
glasgow (uk/scotland),,United Kingdom,cone,Cone shape crafts sighted on outskirts of Glasgow,55.833333,-4.25,2001-02-28,05:00,2001-02-28 05:00
caldicot (uk/wales),,United Kingdom,flash,flashing white light taperingout as it moved then reappearing in a completely different part of the sky&#44as if it was attached to a huge,51.590278,-2.750278,2001-02-28,23:50,2001-02-28 23:50
liverpool (uk/england),,United Kingdom,triangle,dull red traingle forming lights seen travelling north to south in liverpool,53.416667,-3.0,2002-02-28,22:30,2002-02-28 22:30
monteverde (costa rica),,Costa rica,formation,bright lights dancing in the soutwest sky,40.999974,15.534767,2003-02-28,01:00,2003-02-28 01:00
oxford (uk/england),,United Kingdom,formation,6 craft red /dark brown colour  no noice,51.75,-1.25,2006-02-28,06:34,2006-02-28 06:34
bury st edmunds (uk/england),,Uk/england,oval,6 or 7 black flying objects in the skys of Bury St. Edmunds&#44 UK,52.244384,0.716356,2009-02-28,17:05,2009-02-28 17:05
blackpool (uk/england),,United Kingdom,changing,No lights&#44 wings. Double balloon shape&#44 rolling slowly across late afternoon sky.,53.816667,-3.05,2004-02-29,16:00,2004-02-29 16:00
inverness (uk/scotland),,United Kingdom,formation,3 hourglass shapes in formation (2 high&#44 1 low) over Inverness&#44 Scotland&#44 UK,57.466667,-4.233333,2002-02-03,07:00,2002-02-03 07:00
london (uk/england),,United Kingdom,light,We were facing a west north western direction and saw a  group of lights in a staggered line(two lights were very close to each other a,51.514125,-0.093689,2007-02-03,20:20,2007-02-03 20:20
reading (uk/england),,United Kingdom,disk,ufo in reading(uk)  500 Lights On Object0: Yes,51.433333,-1.0,2007-02-03,20:32,2007-02-03 20:32
exeter (uk/england),,United Kingdom,unknown,Approx. 6 red lights in what looked to be a /.\ formation,50.7,-3.533333,2007-02-03,23:00,2007-02-03 23:00
holywell (uk/wales),,United Kingdom,cylinder,very bright daylight sighting with video and photo,53.283333,-3.25,2008-02-03,13:30,2008-02-03 13:30
leven (uk/england),,United Kingdom,cigar,((HOAX??)  We saw a very quick cigar shape go past 8 times.,56.2,-3.0,2012-02-03,07:00,2012-02-03 07:00
rojales (spain),,Spain,triangle,A triangle with three bright lights &#33&#33,38.086048,-0.723586,2014-02-03,19:40,2014-02-03 19:40
aberdeen (uk/scotland),,United Kingdom,other,BRIGHT BLUE COMET LIKE STRUCTURE,57.166667,-2.666667,2002-02-04,06:55,2002-02-04 06:55
hamburg (germany),,Germany,circle,we saw two circles above a field&#44 they were white and the moved to us&#33 they came closer and we drove away&#44 we heard some name&#44 i though,53.55,10.0,2003-02-04,23:15,2003-02-04 23:15
uk/england,,United Kingdom,cigar,Bright cigar - shaped object tracked my car for at least 10 minutes on February 4th 2007,52.355518,-1.17432,2007-02-04,06:05,2007-02-04 06:05
warrington/eden,in,United States,light,We were driving along IN-109 heading south when we observed two bright lights probably 100-200 feet in the air&#44 hovering and seemed to,53.457113,-2.496666,2009-02-04,22:45,2009-02-04 22:45
reading (uk/england),,United Kingdom,sphere,The light caught my eye as it passed by my window&#44 it was a large brightly coloured orange ball shape&#44 the outside edge was orange and,51.433333,-1.0,2009-02-04,23:15,2009-02-04 23:15
united kingdom,,United Kingdom,light,unusal bright light moving in an unbeleivable manner throughout the sky,55.378051,-3.435973,2002-02-05,21:00,2002-02-05 21:00
